feature,coef,abs_coef
disease_type_squamous cell neoplasms,-63.89543097594972,63.89543097594972
dem_cause_of_death_Unknown,63.31534600330182,63.31534600330182
any_targeted,61.931923287959876,61.931923287959876
primary_site_pancreas,-60.999893828413995,60.999893828413995
dem_race_infrequent_sklearn,-60.38940343968663,60.38940343968663
updated_datetime_2023-02-22T07:39:25.979291-06:00,-58.03522071847056,58.03522071847056
primary_site_stomach,-57.68746872822441,57.68746872822441
"disease_type_epithelial neoplasms, nos",-55.594675390226705,55.594675390226705
primary_site_bronchus and lung,52.255854682352464,52.255854682352464
updated_datetime_2023-07-13T10:35:44.371881-05:00,-50.78706795966379,50.78706795966379
dem_updated_datetime_2023-07-13T10:35:44.371881-05:00,-50.787067959663155,50.787067959663155
dem_cause_of_death_Cancer Related,-48.91353779445121,48.91353779445121
dem_updated_datetime_2023-11-07T14:20:00.017270-06:00,48.747158853002894,48.747158853002894
updated_datetime_2023-11-07T14:20:00.017270-06:00,48.74715885300156,48.74715885300156
weight_last,47.8185515017544,47.8185515017544
any_immuno,47.52200716676095,47.52200716676095
ethnicity_not hispanic or latino,44.0364897524784,44.0364897524784
dem_ethnicity_not hispanic or latino,44.03648975247223,44.03648975247223
dem_updated_datetime_2025-04-07T17:13:09.336794-05:00,41.29849274818853,41.29849274818853
updated_datetime_2025-04-07T17:13:09.336794-05:00,41.298492748187925,41.298492748187925
updated_datetime_2020-10-20T19:20:06.800740-05:00,-40.487776603613504,40.487776603613504
dem_vital_status_Not Reported,38.798274852899816,38.798274852899816
dem_updated_datetime_infrequent_sklearn,-38.03810066789869,38.03810066789869
n_molecular_tests,33.62611164581666,33.62611164581666
primary_site_ovary,32.01611277946883,32.01611277946883
disease_type_adenomas and adenocarcinomas,31.660650281381475,31.660650281381475
dem_race_white,-31.49919061073104,31.49919061073104
dem_vital_status_Unknown,-26.444437204233257,26.444437204233257
last_ajcc_stage_stage ib,-26.421991329553396,26.421991329553396
primary_site_other and unspecified parts of biliary tract,23.64918739696405,23.64918739696405
bmi_last,18.024644649130057,18.024644649130057
primary_site_infrequent_sklearn,-17.749501005779585,17.749501005779585
any_radiation,-17.489444773127342,17.489444773127342
last_ajcc_stage_stage iii,-17.065887472349388,17.065887472349388
dem_cause_of_death_infrequent_sklearn,-14.401808208832408,14.401808208832408
height_last,14.18150293488196,14.18150293488196
fam_hist_pos_any,13.837163093551446,13.837163093551446
ethnicity_hispanic or latino,13.673963720103064,13.673963720103064
dem_ethnicity_hispanic or latino,13.673963720102929,13.673963720102929
primary_site_skin,-10.17410040934162,10.17410040934162
primary_site_colon,7.822409638243885,7.822409638243885
dem_gender_male,-6.291337176045356,6.291337176045356
sex_male,-6.291337176045146,6.291337176045146
sex_female,6.291337176039704,6.291337176039704
dem_gender_female,6.291337176039112,6.291337176039112
updated_datetime_2025-03-31T16:34:59.906497-05:00,6.262499571504182,6.262499571504182
dem_updated_datetime_2025-03-31T16:34:59.906497-05:00,6.262499571503826,6.262499571503826
last_ajcc_stage_stage iiia,-3.2865743247961827,3.2865743247961827
dem_age_is_obfuscated,-3.190626123043269,3.190626123043269
