feature,coef,abs_coef
updated_datetime_2020-10-20T19:20:06.800740-05:00,37.09431526757341,37.09431526757341
dem_cause_of_death_Cancer Related,36.65127452284207,36.65127452284207
primary_site_breast,36.60404169919276,36.60404169919276
primary_site_pancreas,33.193668013157456,33.193668013157456
dem_race_not reported,-32.40210099261863,32.40210099261863
last_ajcc_stage_stage ia,-32.349881975837214,32.349881975837214
dem_updated_datetime_2025-04-07T17:13:09.336794-05:00,30.63284326413446,30.63284326413446
updated_datetime_2025-04-07T17:13:09.336794-05:00,30.63284326413428,30.63284326413428
last_ajcc_stage_stage ib,29.478394185350314,29.478394185350314
disease_type_gliomas,29.414616536093355,29.414616536093355
primary_site_brain,29.41461653609195,29.41461653609195
primary_site_small intestine,-28.41715726135903,28.41715726135903
updated_datetime_2020-01-13T20:10:25.832065-06:00,-26.302773541907424,26.302773541907424
disease_type_infrequent_sklearn,25.409735422952348,25.409735422952348
primary_site_colon,-24.360893159426816,24.360893159426816
dem_cause_of_death_infrequent_sklearn,-24.316557213112304,24.316557213112304
"primary_site_connective, subcutaneous and other soft tissues",-22.900574610179024,22.900574610179024
dem_ethnicity_hispanic or latino,22.59552123269649,22.59552123269649
ethnicity_hispanic or latino,22.595521232692196,22.595521232692196
last_ajcc_stage_stage iii,22.367505990028388,22.367505990028388
dem_updated_datetime_infrequent_sklearn,22.351619481916046,22.351619481916046
disease_type_nevi and melanomas,22.340573472931652,22.340573472931652
disease_type_ductal and lobular neoplasms,-20.274212669926413,20.274212669926413
updated_datetime_2021-07-12T12:25:55.528644-05:00,-19.648763925007348,19.648763925007348
dem_updated_datetime_2021-07-12T12:25:55.528644-05:00,-19.64876392500358,19.64876392500358
primary_site_stomach,-18.895790044252468,18.895790044252468
last_ajcc_stage_stage iiib,18.495887328083196,18.495887328083196
disease_type_transitional cell papillomas and carcinomas,16.206140691854326,16.206140691854326
primary_site_kidney,14.91931201334195,14.91931201334195
dem_vital_status_Unknown,-14.863899302945237,14.863899302945237
last_ajcc_stage_stage ivb,13.708966878717217,13.708966878717217
dem_updated_datetime_2023-02-22T07:39:25.979291-06:00,12.855554770289267,12.855554770289267
updated_datetime_2023-02-22T07:39:25.979291-06:00,12.85555477028843,12.85555477028843
last_ajcc_stage_stage iv,-12.635341380076797,12.635341380076797
dem_cause_of_death_Unknown,-12.334717309705866,12.334717309705866
disease_type_myomatous neoplasms,-11.610428715039363,11.610428715039363
label,-10.976528964700194,10.976528964700194
any_chemo,10.432936787063325,10.432936787063325
primary_site_liver and intrahepatic bile ducts,-10.22454159121704,10.22454159121704
dem_vital_status_Dead,9.424095780097895,9.424095780097895
dem_ethnicity_not hispanic or latino,8.60102473829535,8.60102473829535
ethnicity_not hispanic or latino,8.601024738293711,8.601024738293711
"disease_type_cystic, mucinous and serous neoplasms",8.40416539413853,8.40416539413853
bmi_last,7.68859095780068,7.68859095780068
last_ajcc_stage_stage i,7.586680951324629,7.586680951324629
updated_datetime_2025-03-31T16:34:59.906497-05:00,-6.756519603227257,6.756519603227257
dem_updated_datetime_2025-03-31T16:34:59.906497-05:00,-6.756519603225373,6.756519603225373
last_ajcc_stage_stage iib,-6.114018533968213,6.114018533968213
dem_vital_status_Alive,5.439803522868825,5.439803522868825
fam_hist_pos_any,-5.416953812438637,5.416953812438637
any_radiation,-5.3144214780334815,5.3144214780334815
primary_site_bronchus and lung,-5.06131725369438,5.06131725369438
n_treatments,4.9095569449427465,4.9095569449427465
height_last,4.829554837390367,4.829554837390367
dem_updated_datetime_2021-01-06T22:55:10.531130-06:00,1.0356288133865574,1.0356288133865574
updated_datetime_2021-01-06T22:55:10.531130-06:00,1.0356288133777136,1.0356288133777136
weight_last,0.6882781163233176,0.6882781163233176
sex_male,-0.48714615423701274,0.48714615423701274
sex_female,0.48714615423518176,0.48714615423518176
dem_gender_female,0.4871461542292452,0.4871461542292452
dem_gender_male,-0.4871461542288722,0.4871461542288722
dem_updated_datetime_2023-07-13T10:35:44.371881-05:00,0.014161038295726664,0.014161038295726664
updated_datetime_2023-07-13T10:35:44.371881-05:00,0.014161038294989796,0.014161038294989796
