feature,coef,abs_coef
dem_days_to_death,0.07146778773527848,0.07146778773527848
n_diagnoses,-0.06586953372117073,0.06586953372117073
label,-0.0625867724099643,0.0625867724099643
disease_type_nevi and melanomas,0.05957407331274707,0.05957407331274707
ethnicity_not hispanic or latino,0.05956551770067743,0.05956551770067743
dem_ethnicity_not hispanic or latino,0.05956551770066468,0.05956551770066468
last_ajcc_stage_stage i,-0.05804677136830052,0.05804677136830052
updated_datetime_2025-03-31T16:34:59.906497-05:00,-0.039744873498112405,0.039744873498112405
dem_updated_datetime_2025-03-31T16:34:59.906497-05:00,-0.03974487349808343,0.03974487349808343
sex_female,-0.03661456531655319,0.03661456531655319
dem_gender_female,-0.03661456531655198,0.03661456531655198
dem_gender_male,0.03661456531644648,0.03661456531644648
sex_male,0.0366145653163274,0.0366145653163274
fam_hist_pos_any,0.032467933221865995,0.032467933221865995
dem_vital_status_Alive,0.03067680223333803,0.03067680223333803
last_ajcc_stage_stage iia,0.03003672681977478,0.03003672681977478
any_radiation,0.03002541517508264,0.03002541517508264
disease_type_squamous cell neoplasms,0.01878062210018249,0.01878062210018249
any_chemo,0.011430619832835425,0.011430619832835425
pack_years_smoked_max,0.0015687218497036361,0.0015687218497036361
